Unknown Person,Known Person,Match,Accuracy
bruno1,0,True,0.5705107436868204
bruno1,1,False,0.15760596133242544
bruno1,2,False,0.3347167562492068
bruno1,3,False,0.24039863409271112
bruno1,4,False,0.38678671315445834
bruno1,5,False,0.18894466568227775
bruno2,0,True,0.5487639739259953
bruno2,1,False,0.15564524530784551
bruno2,2,False,0.37251896042881505
bruno2,3,False,0.2878254706497303
bruno2,4,False,0.32657903186591175
bruno2,5,False,0.23147264417907754
bruno3,0,True,0.6512289702931395
bruno3,1,False,0.16040823648793934
bruno3,2,False,0.37371076842722917
bruno3,3,False,0.2777708256917282
bruno3,4,False,0.350017272781568
bruno3,5,False,0.19814777296556407
camila_1,0,False,0.1732454981293866
camila_1,1,True,0.6975468857661862
camila_1,2,False,0.301518050766281
camila_1,3,False,0.1423141164606343
camila_1,4,False,0.25714598660604526
camila_1,5,False,-0.030743880422277048
camila_2,0,False,0.1641593273660017
camila_2,1,True,0.6854310361468314
camila_2,2,False,0.27306290684252976
camila_2,3,False,0.09859721789007947
camila_2,4,False,0.22166487170608962
camila_2,5,False,-0.00030954342146394254
dani,0,False,0.3197086139580183
dani,1,False,0.23734118742180843
dani,2,True,0.6441874081258472
dani,3,False,0.2191002974757652
dani,4,False,0.33499851180098816
dani,5,False,0.04325122546541271
dani_1,0,False,0.30009257929514277
dani_1,1,False,0.30552981112118927
dani_1,2,True,0.5511184907068969
dani_1,3,False,0.2081237862767319
dani_1,4,False,0.3914619583199862
dani_1,5,False,0.027195845049833967
dani_10,0,False,0.38864907730558884
dani_10,1,False,0.31775558534450465
dani_10,2,True,0.6455278465208907
dani_10,3,False,0.2980072033035467
dani_10,4,True,0.4145802018780913
dani_10,5,False,0.12617709684972922
dani_11,0,False,0.35295666673481185
dani_11,1,False,0.3000932455404802
dani_11,2,True,0.6742999198180082
dani_11,3,False,0.2699732871611601
dani_11,4,False,0.39161500396827964
dani_11,5,False,0.0950176578440225
dani_12,0,False,0.3288650200179787
dani_12,1,False,0.2873627900284229
dani_12,2,True,0.6076559001863544
dani_12,3,False,0.25767452260171
dani_12,4,False,0.32671852390058775
dani_12,5,False,0.03797340444823283
dani_2,0,False,0.3471355069547615
dani_2,1,False,0.23070367742474174
dani_2,2,True,0.6955018478990409
dani_2,3,False,0.20829325299470314
dani_2,4,False,0.34840851364598213
dani_2,5,False,0.07139580595955564
dani_3,0,False,0.3314283498274574
dani_3,1,False,0.35503861290516314
dani_3,2,True,0.5235169001798833
dani_3,3,False,0.22523447110278816
dani_3,4,False,0.3415515345177602
dani_3,5,False,0.07174690335931444
dani_4,0,False,0.2909276770383852
dani_4,1,False,0.2686541434777303
dani_4,2,True,0.5202611418823331
dani_4,3,False,0.2731534331904595
dani_4,4,False,0.36403364599879795
dani_4,5,False,0.04459730484706981
dani_5,0,False,0.37747082645889907
dani_5,1,False,0.31272476440250097
dani_5,2,True,0.6340229612993036
dani_5,3,False,0.2586250368299349
dani_5,4,True,0.4260821732507196
dani_5,5,False,0.13752480796870314
dani_6,0,False,0.3416523564180124
dani_6,1,False,0.3118793001474697
dani_6,2,True,0.6182582444744025
dani_6,3,False,0.29786411479487795
dani_6,4,True,0.42213582060744315
dani_6,5,False,0.12412129958861695
dani_7,0,False,0.3857540027364693
dani_7,1,False,0.32439808071504217
dani_7,2,True,0.67114551615324
dani_7,3,False,0.26907296712320716
dani_7,4,True,0.4087798212127215
dani_7,5,False,0.12664628423279523
dani_8,0,False,0.3791922966456758
dani_8,1,False,0.30598722911440823
dani_8,2,True,0.6141746069844531
dani_8,3,False,0.22434927726898823
dani_8,4,True,0.4294013629557226
dani_8,5,False,0.10564568399017571
dani_9,0,False,0.31672448663205643
dani_9,1,False,0.27530351894611094
dani_9,2,True,0.608914744576039
dani_9,3,False,0.2702227958922909
dani_9,4,True,0.4121630181904483
dani_9,5,False,0.10629193267540626
elon1,0,False,0.1883294369902515
elon1,1,False,0.1110695477958642
elon1,2,False,0.17304105220162758
elon1,3,True,0.575814750602067
elon1,4,False,0.0952613611065104
elon1,5,False,0.08351273708470675
elon2,0,False,0.21519240038557041
elon2,1,False,0.11623604524293896
elon2,2,False,0.2445933081554954
elon2,3,True,0.716423076276797
elon2,4,False,0.13510403871947974
elon2,5,False,0.12364986993527105
elon3,0,False,0.18664850746958184
elon3,1,False,0.03665814294230629
elon3,2,False,0.17089997730134243
elon3,3,True,0.602314450571471
elon3,4,False,0.06601832203626734
elon3,5,False,0.05346647509361202
irmao_dani_1,0,False,0.3697578281291547
irmao_dani_1,1,False,0.15356690512708804
irmao_dani_1,2,True,0.46086879363262356
irmao_dani_1,3,False,0.21606534747839878
irmao_dani_1,4,False,0.25419644628025284
irmao_dani_1,5,False,0.01996663770572704
irmao_dani_2,0,True,0.4508876988552011
irmao_dani_2,1,False,0.19409747532840427
irmao_dani_2,2,True,0.4594157672357354
irmao_dani_2,3,False,0.19731254870849257
irmao_dani_2,4,False,0.29851244969655377
irmao_dani_2,5,False,0.08313785542679741
irmao_dani_4,0,False,0.34934566405357925
irmao_dani_4,1,False,0.21406662415389932
irmao_dani_4,2,True,0.4092767381586103
irmao_dani_4,3,False,0.2579805378774861
irmao_dani_4,4,True,0.4929804150245477
irmao_dani_4,5,False,0.23783877458256308
irmao_dani_5,0,False,0.32336159778605333
irmao_dani_5,1,False,0.2589744258497808
irmao_dani_5,2,False,0.3538814938667332
irmao_dani_5,3,False,0.1821933984981554
irmao_dani_5,4,True,0.4150294502487978
irmao_dani_5,5,False,0.2155370526255862
irmao_dani_6,0,False,0.39933369816959285
irmao_dani_6,1,False,0.1437278800001951
irmao_dani_6,2,True,0.4074480641371714
irmao_dani_6,3,False,0.12724815794396438
irmao_dani_6,4,False,0.3867632400786144
irmao_dani_6,5,False,0.06520780468626897
irmao_dani_7,0,False,0.39276728566117747
irmao_dani_7,1,False,0.25872371652044046
