Unknown Person,Known Person,Match,Accuracy
irmao_dani_7,2,True,0.42846038618580584
irmao_dani_7,3,False,0.16550120127401546
irmao_dani_7,4,True,0.5783267871924389
irmao_dani_7,5,False,0.196457130731844
tesla_1,0,False,0.09042233062546157
tesla_1,1,False,-0.05153924852301728
tesla_1,2,False,0.038206654474860824
tesla_1,3,False,0.0381254886832747
tesla_1,4,False,0.1366254814972645
tesla_1,5,True,0.7479286096796327
